timestamp,equity,cash,exposure
2026-04-26 02:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 03:00:00+00:00,9998.881254977603,9391.25412745178,607.6271275258227
2026-04-26 04:00:00+00:00,10001.972630979713,9391.25412745178,610.7185035279327
2026-04-26 05:00:00+00:00,10006.536090792351,9391.25412745178,615.2819633405711
2026-04-26 06:00:00+00:00,10009.632100308316,8267.433841377771,1742.198258930544
2026-04-26 07:00:00+00:00,10510.63287865439,8767.807565753026,2245.484781037513
2026-04-26 08:00:00+00:00,10506.455110990795,8242.21757294181,2767.8342954478467
2026-04-26 09:00:00+00:00,10508.647210561134,7716.6132658035085,3296.195205916978
2026-04-26 10:00:00+00:00,10512.588142928322,7716.6132658035085,3300.9030113172926
2026-04-26 11:00:00+00:00,10516.58262146025,7716.6132658035085,3308.1567002400016
2026-04-26 12:00:00+00:00,10503.67472660248,7716.6132658035085,3292.351729479316
2026-04-26 13:00:00+00:00,10503.439623314756,7716.6132658035085,3290.3059537522686
2026-04-26 14:00:00+00:00,10513.333463233601,7716.6132658035085,3306.217616778273
2026-04-26 15:00:00+00:00,10517.21406333426,7716.6132658035085,3310.897042955105
2026-04-26 16:00:00+00:00,10510.01923085247,7716.6132658035085,3298.7281867723523
2026-04-26 17:00:00+00:00,10514.637490358591,7716.6132658035085,3304.29438655553
2026-04-26 18:00:00+00:00,10523.036828356928,7716.6132658035085,3317.071291451285
2026-04-26 19:00:00+00:00,10523.948674306246,7716.6132658035085,3316.566552492194
2026-04-26 20:00:00+00:00,10521.650935195796,7716.6132658035085,3311.680616894948
2026-04-26 21:00:00+00:00,10523.163775215618,7716.6132658035085,3315.5899351432854
2026-04-26 22:00:00+00:00,10518.320744575147,7716.6132658035085,3309.0214401782832
2026-04-26 23:00:00+00:00,10522.196887558324,7716.6132658035085,3315.2514573325807
2026-04-27 00:00:00+00:00,10538.263923225626,7716.6132658035085,3335.919731198633
2026-04-27 01:00:00+00:00,10549.650995259999,7189.070109353856,3879.142318465286
2026-04-27 02:00:00+00:00,10551.804994495877,7189.070109353856,3879.5495513479345
2026-04-27 03:00:00+00:00,10051.675349696461,7310.943029856119,2740.7323198403406
2026-04-27 04:00:00+00:00,10038.517821250945,6475.299946181621,3563.2178750693265
2026-04-27 05:00:00+00:00,9976.056086692875,7293.621995517478,2682.434091175397
2026-04-27 06:00:00+00:00,9954.939766446701,6662.267126035159,3292.6726404115425
2026-04-27 07:00:00+00:00,9944.26416459317,6662.267126035159,3281.997038558011
2026-04-27 08:00:00+00:00,9948.579725233767,7529.770515605962,2418.809209627806
2026-04-27 09:00:00+00:00,9950.800124405263,7529.770515605962,2421.0296087993
2026-04-27 10:00:00+00:00,9947.611023984879,7529.770515605962,2417.8405083789175
2026-04-27 11:00:00+00:00,9950.737291483092,7529.770515605962,2420.966775877132
2026-04-27 12:00:00+00:00,9943.249728249386,7529.770515605962,2413.4792126434254
2026-04-27 13:00:00+00:00,9942.966060156656,7529.770515605962,2413.195544550695
2026-04-27 14:00:00+00:00,9949.39630968449,7529.770515605962,2419.6257940785267
2026-04-27 15:00:00+00:00,9912.343559756633,8798.246527336052,1114.0970324205816
2026-04-27 16:00:00+00:00,9912.068876618174,8798.246527336052,1113.8223492821212
2026-04-27 17:00:00+00:00,9914.69859073048,8798.246527336052,1116.452063394428
2026-04-27 18:00:00+00:00,9916.060456685653,8798.246527336052,1117.8139293496015
2026-04-27 19:00:00+00:00,9912.419327619236,9391.019899498546,521.3994281206898
2026-04-27 20:00:00+00:00,9913.971048150868,9391.019899498546,522.9511486523232
2026-04-27 21:00:00+00:00,9913.219183563377,9391.019899498546,522.1992840648306
2026-04-27 22:00:00+00:00,9917.309113624417,9391.019899498546,526.2892141258715
2026-04-27 23:00:00+00:00,9918.535559405433,9391.019899498546,527.5156599068877
2026-04-28 00:00:00+00:00,9918.935487377505,9391.019899498546,527.9155878789581
2026-04-28 01:00:00+00:00,9919.948638240083,9391.019899498546,528.9287387415367
2026-04-28 02:00:00+00:00,9919.762005186449,9391.019899498546,528.7421056879037
2026-04-28 03:00:00+00:00,9920.535199265785,9391.019899498546,529.51529976724
2026-04-28 04:00:00+00:00,9922.113581662225,9391.019899498546,531.0936821636782
2026-04-28 05:00:00+00:00,9925.110375266271,9391.019899498546,534.0904757677263
2026-04-28 06:00:00+00:00,11008.85751345387,10473.928209718704,1609.372412648844
2026-04-28 07:00:00+00:00,11010.336816077195,10473.928209718704,1609.0875615687685
2026-04-28 08:00:00+00:00,11010.64704392869,10473.928209718704,1609.875802547229
