timestamp,equity,cash,exposure
2026-04-26 02:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 03:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 04:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 05:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 06:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 07:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 08:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 09:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 10:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 11:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 12:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 13:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 14:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 15:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 16:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 17:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 18:00:00+00:00,10000.0,10000.0,0.0
2026-04-26 19:00:00+00:00,10001.445077098144,9270.568702395496,730.8763747026486
2026-04-26 20:00:00+00:00,10000.11682875225,9270.568702395496,729.5481263567541
2026-04-26 21:00:00+00:00,10000.51839220566,9270.568702395496,729.949689810164
2026-04-26 22:00:00+00:00,9999.777044291672,9270.568702395496,729.2083418961762
2026-04-26 23:00:00+00:00,10002.155535515716,9270.568702395496,731.5868331202203
2026-04-27 00:00:00+00:00,10008.209876813282,9270.568702395496,737.6411744177867
2026-04-27 01:00:00+00:00,10010.06423468928,8532.067592928583,1477.9966417606984
2026-04-27 02:00:00+00:00,10007.884157782742,8532.067592928583,1475.81656485416
2026-04-27 03:00:00+00:00,10008.312088718772,8532.067592928583,1476.2444957901891
2026-04-27 04:00:00+00:00,10003.073420902532,8532.067592928583,1471.0058279739496
2026-04-27 05:00:00+00:00,9972.517173125198,9255.263066342073,717.2541067831243
2026-04-27 06:00:00+00:00,9969.576879734677,9969.576879734677,0.0
2026-04-27 07:00:00+00:00,9155.972086921434,9154.69330901515,813.319671149252
2026-04-27 08:00:00+00:00,9153.979563933037,9154.69330901515,815.3121941376503
2026-04-27 09:00:00+00:00,9154.058912193635,9154.69330901515,815.2328458770504
2026-04-27 10:00:00+00:00,9153.309511954638,9154.69330901515,815.9822461160496
2026-04-27 11:00:00+00:00,9153.053834226037,9154.69330901515,816.2379238446495
2026-04-27 12:00:00+00:00,9154.949376007036,9154.69330901515,814.342382063651
2026-04-27 13:00:00+00:00,9155.443098517435,9154.69330901515,813.8486595532515
