symbol,side,entry_time,entry_price,exit_time,exit_price,quantity,pnl_gross,pnl_net,fees_total,bars_held,exit_reason
ARB,buy,2026-04-26 11:00:00+00:00,0.13186442383833094,2026-04-26 17:00:00+00:00,0.12922284335659595,3793.8203545851316,-10.021681799881001,-10.36836299084026,0.3466811909592592,105,stop_loss
AVAX,buy,2026-04-26 08:00:00+00:00,9.433016398196473,2026-04-27 06:00:00+00:00,9.244049100918618,53.01239358730897,-10.017608738423698,-10.36414914503029,0.346540406606592,121,stop_loss
SOL,buy,2026-04-27 01:00:00+00:00,87.27893023736814,2026-04-27 06:00:00+00:00,85.53050871819424,5.740352814602194,-10.036556388700955,-10.383751715512819,0.34719532681186327,104,stop_loss
ARB,buy,2026-04-27 06:00:00+00:00,0.12739463700430345,2026-04-27 13:00:00+00:00,0.12484224542653052,4622.601617791127,-11.798689436649584,-12.206785930385331,0.4080964937357483,106,stop_loss
ETH,buy,2026-04-26 06:00:00+00:00,2326.5794114753353,2026-04-27 15:00:00+00:00,2279.970778218475,0.2225742099262881,-10.373879722889782,-10.732734282676093,0.35885455978631087,132,stop_loss
BTC,buy,2026-04-26 06:00:00+00:00,77944.8745271375,2026-04-27 19:00:00+00:00,76383.18815836913,0.007755961971975459,-12.112380088319885,-12.53131676070759,0.41893667238770577,136,stop_loss
ARB,sell,2026-04-28 14:00:00+00:00,0.12466565025200776,2026-04-29 04:00:00+00:00,0.1271634439132774,4339.700879174261,-10.83967734780779,-11.222179178444643,0.3825018306368537,113,stop_loss
ETH,sell,2026-04-28 14:00:00+00:00,2275.3229342853924,2026-04-29 04:00:00+00:00,2320.9087781455314,0.22406119110198236,-10.214018472691732,-10.574461294020198,0.36044282132846617,113,stop_loss
SOL,sell,2026-04-28 15:00:00+00:00,83.36095362627432,2026-04-29 04:00:00+00:00,85.03131074716285,7.11947893163313,-11.892072330469228,-12.311674914492588,0.4196025840233615,112,stop_loss
AVAX,sell,2026-04-28 18:00:00+00:00,9.158261227889733,2026-04-29 04:00:00+00:00,9.341775419005744,66.39654875157912,-12.184708937040815,-12.614627204930217,0.42991826788940246,109,stop_loss
BTC,sell,2026-04-28 14:00:00+00:00,76153.2228799666,2026-04-29 09:00:00+00:00,77679.1480299051,0.00776058408849515,-11.842070438847292,-12.259910379340347,0.41783994049305484,118,stop_loss
ARB,buy,2026-04-29 07:00:00+00:00,0.12701460604496675,2026-04-29 10:00:00+00:00,0.13209030486788279,4602.14269912065,23.359090280818286,22.94173660989441,0.41735367092387654,102,take_profit
AVAX,buy,2026-04-29 05:00:00+00:00,9.332120408443952,2026-04-29 15:00:00+00:00,9.145070113248956,96.66695468866763,-18.081582410116642,-18.706728795101107,0.625146384984463,109,stop_loss
SOL,buy,2026-04-29 05:00:00+00:00,84.93244146655117,2026-04-29 15:00:00+00:00,83.2304536937726,8.592836653348396,-14.624902917482459,-15.130651310388345,0.5057483929058859,109,stop_loss
ETH,buy,2026-04-29 06:00:00+00:00,2327.889454799318,2026-04-29 15:00:00+00:00,2281.2448760821026,0.281960181755249,-13.151913893003133,-13.606770953771589,0.45485706076845484,108,stop_loss
ARB,sell,2026-04-30 01:00:00+00:00,0.1283854731321667,2026-05-01 00:00:00+00:00,0.12325431197195369,4303.477288234296,22.081835515246606,21.70281097491533,0.37902454033127436,122,take_profit
ARB,sell,2026-05-01 01:00:00+00:00,0.12341541424923369,2026-05-01 03:00:00+00:00,0.1258884462798114,4971.43482539582,-12.294517561133421,-12.728306584041022,0.43378902290760046,101,stop_loss
